id	patient_subgroup_id	drug_id	regulation_sign
1018	550	1703	-1
1019	550	1790	-1
1020	550	1828	-1
1021	550	1854	-1
1022	550	1905	-1
1023	550	1933	-1
1024	550	1962	-1
1025	550	2017	-1
1026	550	2077	-1
1027	550	2104	-1
1028	550	2192	-1
1029	550	1294	-1
1030	550	2289	-1
1031	550	2290	-1
1032	550	2297	-1
1033	550	2309	-1
1034	550	2351	-1
1035	550	2360	-1
1036	550	2389	-1
1037	550	2486	-1
1038	550	2611	-1
1039	550	1325	-1
1040	550	2920	-1
1041	550	2990	-1
1042	550	3017	-1
1043	550	3068	-1
1044	550	3189	-1
1045	550	188	-1
1046	550	3221	-1
1047	550	3254	-1
1048	550	3265	-1
1049	550	1400	-1
1050	550	3343	-1
1051	550	496	-1
1052	550	3480	-1
1053	550	3495	-1
1054	550	3547	-1
1055	551	6	1
1056	551	144	1
1057	551	289	1
1058	551	800	1
1059	551	174	1
1060	551	1256	1
1061	551	1270	1
1062	551	1282	1
1063	551	1333	1
1064	551	33	1
1065	551	715	1
1066	551	1454	1
1067	551	1725	1
1068	551	1877	1
1069	551	2011	1
1070	551	871	1
1071	551	2595	1
1072	551	615	1
1073	551	1308	1
1074	551	2933	1
1075	551	3010	1
1076	551	1234	1
1077	551	1397	1
1078	551	115	-1
1079	551	391	-1
1080	551	479	-1
1081	551	1227	-1
1082	551	1238	-1
1083	551	553	-1
1084	551	1324	-1
1085	551	1326	-1
1086	551	1888	-1
1087	551	2144	-1
1088	551	2447	-1
1089	551	2496	-1
1090	551	1364	-1
1091	551	3047	-1
1092	571	1268	1
1093	571	1855	-1
1094	662	60	1
1095	662	68	1
1096	662	194	1
1097	662	238	1
1098	662	266	1
1099	662	268	1
1100	662	286	1
1101	662	419	1
1102	662	475	1
1103	662	497	1
1104	662	659	1
1105	662	805	1
1106	662	815	1
1107	662	850	1
1108	662	851	1
1109	662	896	1
1110	662	946	1
1111	662	1064	1
1112	662	1065	1
1113	662	1082	1
1114	662	1157	1
1115	662	1215	1
1116	662	1276	1
1117	662	1304	1
1118	662	371	1
1119	662	1366	1
1120	662	1381	1
1121	662	766	1
1122	662	1409	1
1123	662	117	1
1124	662	853	1
1125	662	1219	1
1126	662	1461	1
1127	662	1310	1
1128	662	1722	1
1129	662	1855	1
1130	662	1887	1
1131	662	1909	1
1132	662	1917	1
1133	662	1923	1
1134	662	1967	1
1135	662	2045	1
1136	662	2067	1
1137	662	2090	1
1138	662	2305	1
1139	662	2382	1
1140	662	2395	1
1141	662	2415	1
1142	662	2434	1
1143	662	2446	1
1144	662	839	1
1145	662	2586	1
1146	662	2789	1
1147	662	2809	1
1148	662	2860	1
1149	662	2902	1
1150	662	2912	1
1151	662	2916	1
1152	662	1332	1
1153	662	2985	1
1154	662	3005	1
1155	662	3156	1
1156	662	3322	1
1157	662	575	1
1158	662	3499	1
1159	662	125	-1
1160	662	370	-1
1161	662	377	-1
1162	662	386	-1
1163	662	65	-1
1164	662	440	-1
1165	662	461	-1
1166	662	492	-1
1167	662	629	-1
1168	662	652	-1
1169	662	773	-1
1170	662	809	-1
1171	662	964	-1
1172	662	1027	-1
1173	662	174	-1
1174	662	1296	-1
1175	662	252	-1
1176	662	1356	-1
1177	662	1448	-1
1178	662	1467	-1
1179	662	1637	-1
1180	662	1658	-1
1181	662	1943	-1
1182	662	1268	-1
1183	662	557	-1
1184	662	2120	-1
1185	662	1303	-1
1186	662	1386	-1
1187	662	2301	-1
1188	662	2350	-1
1189	662	2561	-1
1190	662	1321	-1
1191	662	711	-1
1192	662	2865	-1
1193	662	2995	-1
1194	662	3037	-1
1195	662	1375	-1
1196	662	3065	-1
1197	662	3107	-1
1198	662	3158	-1
1199	662	3187	-1
1200	662	3209	-1
1201	662	3223	-1
1202	662	3337	-1
1203	662	1400	-1
1204	662	3474	-1
1205	662	3528	-1
1206	662	1185	-1
1207	662	3563	-1
1208	664	37	1
1209	664	138	1
1210	664	197	1
1211	664	201	1
1212	664	260	1
1213	664	266	1
1214	664	269	1
1215	664	271	1
1216	664	156	1
1217	664	286	1
1218	664	293	1
1219	664	419	1
1220	664	467	1
1221	664	475	1
1222	664	525	1
1223	664	562	1
1224	664	650	1
1225	664	742	1
1226	664	850	1
1227	664	873	1
1228	664	958	1
1229	664	1060	1
1230	664	1064	1
1231	664	1157	1
1232	664	1159	1
1233	664	418	1
1234	664	171	1
1235	664	1276	1
1236	664	1286	1
1237	664	808	1
1238	664	1304	1
1239	664	1332	1
1240	664	1360	1
1241	664	1381	1
1242	664	1389	1
1243	664	117	1
1244	664	185	1
1245	664	487	1
1246	664	616	1
1247	664	853	1
1248	664	1475	1
1249	664	1502	1
1250	664	1244	1
1251	664	520	1
1252	664	1558	1
1253	664	1564	1
1254	664	1582	1
1255	664	1298	1
1256	664	1638	1
1257	664	1771	1
1258	664	1813	1
1259	664	1814	1
1260	664	1839	1
1261	664	1855	1
1262	664	1887	1
1263	664	1900	1
1264	664	1904	1
1265	664	25	1
1266	664	1909	1
1267	664	1911	1
1268	664	1920	1
1269	664	1926	1
1270	664	1969	1
1271	664	1995	1
1272	664	2026	1
1273	664	1409	1
1274	664	2045	1
1275	664	2050	1
1276	664	2090	1
1277	664	2168	1
1278	664	2180	1
1279	664	2253	1
1280	664	2305	1
1281	664	2330	1
1282	664	2336	1
1283	664	2395	1
1284	664	2415	1
1285	664	2492	1
1286	664	2513	1
1287	664	2554	1
1288	664	2597	1
1289	664	2637	1
1290	664	2644	1
1291	664	2728	1
1292	664	2860	1
1293	664	2862	1
1294	664	2877	1
1295	664	2884	1
1296	664	1323	1
1297	664	2902	1
1298	664	3205	1
1299	664	3242	1
1300	664	3434	1
1301	664	3437	1
1302	664	45	-1
1303	664	73	-1
1304	664	208	-1
1305	664	367	-1
1306	664	386	-1
1307	664	65	-1
1308	664	398	-1
1309	664	440	-1
1310	664	492	-1
1311	664	495	-1
1312	664	549	-1
1313	664	618	-1
1314	664	669	-1
1315	664	793	-1
1316	664	811	-1
1317	664	812	-1
1318	664	820	-1
1319	664	935	-1
1320	664	961	-1
1321	664	1025	-1
1322	664	1052	-1
1323	664	1061	-1
1324	664	488	-1
1325	664	1068	-1
1326	664	1084	-1
1327	664	1196	-1
1328	664	1228	-1
1329	664	1017	-1
1330	664	590	-1
1331	664	1259	-1
1332	664	1264	-1
1333	664	1395	-1
1334	664	81	-1
1335	664	95	-1
1336	664	846	-1
1337	664	868	-1
1338	664	1448	-1
1339	664	226	-1
1340	664	1473	-1
1341	664	1487	-1
1342	664	1503	-1
1343	664	1631	-1
1344	664	1637	-1
1345	664	382	-1
1346	664	1766	-1
1347	664	2125	-1
1348	664	2172	-1
1349	664	2619	-1
1350	664	2657	-1
1351	664	195	-1
1352	664	2947	-1
1353	664	445	-1
1354	664	2995	-1
1355	664	770	-1
1356	664	1375	-1
1357	664	3285	-1
1358	664	3337	-1
1359	664	3439	-1
1360	664	3456	-1
1361	664	3547	-1
1362	666	35	1
1363	666	61	1
1364	666	68	1
1365	666	93	1
1366	666	215	1
1367	666	266	1
1368	666	286	1
1369	666	317	1
1370	666	475	1
1371	666	562	1
1372	666	577	1
1373	666	609	1
1374	666	800	1
1375	666	958	1
1376	666	1008	1
1377	666	1064	1
1378	666	1065	1
1379	666	1157	1
1380	666	1276	1
1381	666	808	1
1382	666	1293	1
1383	666	1304	1
1384	666	1322	1
1385	666	371	1
1386	666	1332	1
1387	666	1381	1
1388	666	1385	1
1389	666	1389	1
1390	666	117	1
1391	666	641	1
1392	666	853	1
1393	666	1461	1
1394	666	1509	1
1395	666	1244	1
1396	666	520	1
1397	666	1558	1
1398	666	1564	1
1399	666	1310	1
1400	666	1643	1
1401	666	1685	1
1402	666	1855	1
1403	666	1887	1
1404	666	25	1
1405	666	1911	1
1406	666	1967	1
1407	666	1995	1
1408	666	2026	1
1409	666	2090	1
1410	666	2180	1
1411	666	2330	1
1412	666	487	1
1413	666	2383	1
1414	666	2395	1
1415	666	2415	1
1416	666	2464	1
1417	666	2492	1
1418	666	839	1
1419	666	2586	1
1420	666	2637	1
1421	666	2662	1
1422	666	1329	1
1423	666	63	1
1424	666	2789	1
1425	666	1311	1
1426	666	2802	1
1427	666	2828	1
1428	666	2860	1
1429	666	2883	1
1430	666	2893	1
1431	666	1323	1
1432	666	2902	1
1433	666	2912	1
1434	666	3025	1
1435	666	684	1
1436	666	3151	1
1437	666	3205	1
1438	666	3214	1
1439	666	3237	1
1440	666	979	1
1441	666	3286	1
1442	666	3413	1
1443	666	3463	1
1444	666	3499	1
1445	666	1247	1
1446	666	6	-1
1447	666	370	-1
1448	666	377	-1
1449	666	398	-1
1450	666	440	-1
1451	666	492	-1
1452	666	495	-1
1453	666	549	-1
1454	666	793	-1
1455	666	812	-1
1456	666	820	-1
1457	666	1025	-1
1458	666	1142	-1
1459	666	1259	-1
1460	666	1325	-1
1461	666	770	-1
1462	666	1448	-1
1463	666	1473	-1
1464	666	1476	-1
1465	666	1637	-1
1466	666	1658	-1
1467	666	1983	-1
1468	666	1268	-1
1469	666	1303	-1
1470	666	2619	-1
1471	666	2657	-1
1472	666	2803	-1
1473	666	2995	-1
1474	666	1375	-1
1475	666	3495	-1
1476	666	3500	-1
1477	666	3563	-1
1478	1071	120	1
